Codigo Municipio,Nº Establecimientos Agricultura,Nº Establecimientos Industria,Nº Establecimientos Construccion,Nº Establecimientos Servicios
45069,5.0,15.0,12.0,33.0
45070,12.0,16.0,9.0,30.0
45071,10.0,8.0,11.0,38.0
45072,10.0,2.0,3.0,14.0
45073,9.0,6.0,3.0,7.0
45074,0.0,3.0,2.0,12.0
45075,4.0,0.0,0.0,5.0
45076,2.0,1.0,6.0,11.0
45077,5.0,21.0,8.0,22.0
45078,5.0,6.0,15.0,11.0
45079,5.0,1.0,3.0,10.0
45080,2.0,0.0,0.0,0.0
45081,8.0,177.0,137.0,589.0
45082,11.0,8.0,8.0,39.0
45083,2.0,1.0,5.0,17.0
45084,15.0,3.0,9.0,35.0
45085,14.0,12.0,12.0,20.0
45086,6.0,3.0,2.0,12.0
45087,80.0,51.0,84.0,177.0
45088,3.0,8.0,18.0,30.0
45089,14.0,11.0,8.0,38.0
45090,12.0,3.0,4.0,8.0
45091,4.0,2.0,5.0,14.0
45092,11.0,3.0,0.0,5.0
45093,0.0,0.0,0.0,3.0
45094,8.0,7.0,5.0,15.0
45095,3.0,12.0,2.0,12.0
45096,13.0,7.0,8.0,18.0
45097,7.0,1.0,8.0,8.0
45098,33.0,25.0,17.0,41.0
45099,8.0,16.0,23.0,74.0
45100,3.0,1.0,0.0,4.0
45101,27.0,20.0,55.0,65.0
45102,6.0,16.0,57.0,74.0
45103,2.0,2.0,0.0,4.0
45104,4.0,9.0,2.0,9.0
45105,3.0,1.0,0.0,3.0
45106,131.0,50.0,58.0,202.0
45107,10.0,14.0,16.0,71.0
45108,3.0,4.0,4.0,17.0
45109,52.0,29.0,18.0,59.0
45110,5.0,4.0,13.0,27.0
45111,0.0,0.0,0.0,2.0
45112,41.0,13.0,16.0,43.0
45113,29.0,10.0,18.0,30.0
45114,11.0,1.0,1.0,12.0
45115,3.0,28.0,24.0,74.0
45116,4.0,11.0,1.0,11.0
45117,7.0,7.0,12.0,18.0
45118,5.0,6.0,5.0,38.0
45119,1.0,28.0,21.0,71.0
45120,1.0,0.0,0.0,5.0
45121,9.0,42.0,46.0,209.0
45122,4.0,28.0,27.0,229.0
45123,1.0,14.0,19.0,87.0
45124,14.0,23.0,13.0,53.0
45125,19.0,10.0,13.0,72.0
45126,5.0,3.0,1.0,12.0
45127,1.0,4.0,4.0,9.0
45128,3.0,22.0,19.0,56.0
45129,2.0,0.0,0.0,2.0
45130,3.0,1.0,1.0,7.0
45131,2.0,0.0,4.0,3.0
45132,9.0,30.0,17.0,66.0
45133,29.0,27.0,27.0,60.0
45134,3.0,19.0,16.0,36.0
45135,46.0,15.0,30.0,56.0
45136,22.0,41.0,29.0,155.0
45137,38.0,14.0,19.0,31.0
45138,2.0,9.0,3.0,27.0
45139,0.0,0.0,0.0,2.0
45140,9.0,18.0,10.0,38.0
45141,19.0,3.0,9.0,20.0
45142,22.0,54.0,53.0,271.0
45143,6.0,2.0,8.0,17.0
45144,6.0,2.0,5.0,23.0
45145,26.0,16.0,19.0,51.0
45146,2.0,0.0,0.0,3.0
45147,2.0,2.0,2.0,15.0
45148,0.0,0.0,0.0,9.0
45149,5.0,4.0,2.0,13.0
45150,14.0,4.0,6.0,8.0
45151,11.0,3.0,2.0,13.0
45152,16.0,4.0,5.0,9.0
45153,3.0,17.0,9.0,33.0
45154,4.0,3.0,5.0,26.0
45155,7.0,1.0,0.0,10.0
45156,16.0,39.0,28.0,62.0
45157,12.0,13.0,24.0,48.0
45158,10.0,16.0,18.0,63.0
45159,1.0,0.0,1.0,1.0
45160,0.0,3.0,7.0,17.0
45161,7.0,82.0,80.0,320.0
45162,10.0,1.0,2.0,13.0
45163,28.0,99.0,31.0,188.0
45164,3.0,0.0,0.0,4.0
45165,140.0,288.0,365.0,2419.0
45166,22.0,22.0,16.0,46.0
45167,16.0,9.0,11.0,34.0
45168,65.0,171.0,302.0,3588.0
45169,1.0,1.0,3.0,4.0
45170,7.0,1.0,0.0,7.0
45171,14.0,17.0,11.0,21.0
45172,4.0,2.0,11.0,11.0
45173,9.0,56.0,58.0,428.0
45174,7.0,7.0,2.0,10.0
45175,9.0,2.0,5.0,7.0
45176,3.0,34.0,23.0,71.0
45177,32.0,19.0,18.0,48.0
45179,9.0,0.0,4.0,11.0
45180,5.0,30.0,18.0,67.0
45181,16.0,6.0,22.0,29.0
45182,11.0,20.0,12.0,26.0
45183,4.0,8.0,11.0,47.0
45184,4.0,0.0,0.0,8.0
45185,22.0,77.0,33.0,164.0
45186,28.0,10.0,9.0,32.0
45187,10.0,13.0,25.0,81.0
45188,3.0,19.0,17.0,61.0
45189,3.0,0.0,2.0,12.0
45190,4.0,5.0,3.0,7.0
45191,3.0,2.0,5.0,6.0
45192,44.0,18.0,22.0,47.0
45193,6.0,3.0,2.0,11.0
45194,5.0,0.0,0.0,1.0
45195,6.0,20.0,17.0,49.0
45196,8.0,13.0,5.0,29.0
45197,6.0,8.0,11.0,36.0
45198,22.0,10.0,9.0,24.0
45199,2.0,28.0,16.0,48.0
45200,91.0,42.0,42.0,119.0
45201,2.0,94.0,23.0,90.0
45202,9.0,14.0,25.0,65.0
45203,1.0,26.0,28.0,68.0
45204,3.0,6.0,4.0,18.0
45205,2.0,95.0,49.0,212.0
45901,6.0,14.0,5.0,16.0
46001,4.0,5.0,11.0,21.0
46002,5.0,4.0,5.0,27.0
46003,0.0,24.0,6.0,35.0
46004,2.0,52.0,9.0,54.0
46005,7.0,223.0,103.0,564.0
46006,7.0,70.0,16.0,137.0
46007,11.0,125.0,61.0,263.0
46008,5.0,25.0,24.0,40.0
46009,5.0,21.0,13.0,62.0
46010,2.0,5.0,3.0,15.0
46011,22.0,55.0,35.0,158.0
46012,1.0,10.0,3.0,17.0
46013,19.0,96.0,53.0,482.0
46014,0.0,32.0,16.0,83.0
46015,22.0,86.0,36.0,158.0
46016,3.0,2.0,7.0,23.0
46017,58.0,152.0,141.0,999.0
46018,1.0,0.0,3.0,11.0
46019,24.0,73.0,46.0,271.0
46020,4.0,32.0,16.0,78.0
46021,12.0,263.0,98.0,666.0
46022,7.0,44.0,39.0,417.0
46023,2.0,2.0,0.0,7.0
46024,0.0,3.0,1.0,14.0
46025,3.0,11.0,11.0,53.0
46026,8.0,12.0,3.0,19.0
46027,1.0,15.0,3.0,12.0
46028,1.0,4.0,3.0,10.0
46029,25.0,107.0,102.0,455.0
46030,8.0,5.0,3.0,18.0
46031,44.0,52.0,64.0,219.0
46032,9.0,17.0,17.0,113.0
46033,0.0,0.0,0.0,7.0
46034,0.0,10.0,10.0,42.0
46035,10.0,65.0,32.0,212.0
46036,2.0,3.0,1.0,8.0
46037,6.0,9.0,8.0,51.0
46038,1.0,0.0,2.0,4.0
46039,3.0,17.0,14.0,42.0
46040,2.0,3.0,3.0,17.0
46041,2.0,1.0,2.0,8.0
46042,36.0,44.0,24.0,76.0
46043,0.0,2.0,0.0,10.0
46044,31.0,29.0,28.0,102.0
46045,12.0,8.0,11.0,24.0
46046,2.0,1.0,7.0,15.0
46047,4.0,6.0,5.0,17.0
46048,6.0,13.0,15.0,92.0
46049,0.0,5.0,1.0,5.0
46050,1.0,1.0,1.0,6.0
46051,29.0,41.0,44.0,156.0
46052,4.0,1.0,1.0,15.0
46053,2.0,0.0,4.0,19.0
46054,2.0,32.0,42.0,270.0
46055,4.0,8.0,6.0,47.0
46056,1.0,1.0,0.0,6.0
46057,1.0,2.0,0.0,5.0
46058,5.0,3.0,6.0,19.0
46059,20.0,6.0,4.0,52.0
46060,18.0,67.0,55.0,264.0
46061,2.0,5.0,3.0,22.0
46062,6.0,28.0,25.0,93.0
46063,2.0,11.0,7.0,23.0
46064,1.0,3.0,2.0,15.0
46065,5.0,165.0,25.0,204.0
46066,0.0,3.0,7.0,35.0
46067,5.0,16.0,5.0,40.0
46068,0.0,6.0,2.0,23.0
46069,0.0,0.0,0.0,2.0
46070,27.0,51.0,84.0,442.0
46071,2.0,1.0,3.0,13.0
46072,1.0,60.0,23.0,95.0
46073,5.0,2.0,5.0,15.0
46074,7.0,20.0,12.0,48.0
46075,0.0,5.0,0.0,3.0
46076,11.0,2.0,3.0,11.0
46077,8.0,57.0,40.0,205.0
46078,3.0,85.0,133.0,657.0
46079,1.0,1.0,5.0,9.0
46080,9.0,7.0,5.0,18.0
46081,16.0,55.0,36.0,217.0
46082,4.0,6.0,14.0,104.0
46083,35.0,60.0,60.0,345.0
46084,9.0,5.0,3.0,35.0
46085,46.0,102.0,54.0,267.0
46086,1.0,0.0,0.0,2.0
46087,2.0,0.0,3.0,4.0
46088,1.0,0.0,2.0,3.0
46089,7.0,16.0,12.0,62.0
46090,4.0,14.0,10.0,49.0
46091,3.0,0.0,0.0,4.0
46092,0.0,0.0,6.0,9.0
46093,7.0,9.0,12.0,45.0
46094,16.0,142.0,110.0,635.0
46095,8.0,7.0,0.0,12.0
46096,0.0,4.0,0.0,4.0
46097,0.0,5.0,3.0,20.0
46098,17.0,15.0,5.0,63.0
46099,3.0,2.0,4.0,16.0
46100,1.0,3.0,2.0,6.0
46101,2.0,17.0,3.0,15.0
46102,7.0,201.0,87.0,637.0
46103,9.0,11.0,9.0,42.0
46104,9.0,13.0,5.0,31.0
46105,49.0,32.0,91.0,628.0
46106,0.0,6.0,16.0,32.0
46107,2.0,7.0,15.0,38.0
46108,1.0,2.0,2.0,12.0
46109,40.0,50.0,40.0,160.0
46110,2.0,97.0,86.0,492.0
46111,26.0,79.0,57.0,287.0
46112,4.0,3.0,3.0,15.0
46113,5.0,12.0,16.0,66.0
46114,0.0,2.0,1.0,16.0
46115,1.0,1.0,0.0,7.0
46116,3.0,25.0,56.0,431.0
46117,0.0,3.0,2.0,8.0
46118,17.0,26.0,18.0,78.0
46119,4.0,3.0,3.0,17.0
46120,5.0,9.0,2.0,21.0
46121,3.0,0.0,0.0,4.0
46122,5.0,2.0,14.0,48.0
46123,6.0,7.0,11.0,36.0
46124,20.0,9.0,9.0,14.0
46125,0.0,3.0,6.0,11.0
46126,4.0,29.0,27.0,142.0
46127,3.0,7.0,27.0,48.0
46128,7.0,27.0,12.0,44.0
46129,17.0,3.0,4.0,10.0
46130,5.0,3.0,4.0,12.0
46131,68.0,108.0,272.0,2363.0
46132,4.0,14.0,18.0,40.0
46133,2.0,1.0,3.0,10.0
46134,2.0,4.0,3.0,43.0
46135,6.0,29.0,33.0,330.0
46136,28.0,7.0,11.0,43.0
46137,0.0,1.0,1.0,6.0
46138,1.0,9.0,3.0,8.0
46139,18.0,44.0,34.0,113.0
46140,1.0,0.0,1.0,10.0
46141,0.0,10.0,2.0,5.0
46142,0.0,1.0,5.0,12.0
46143,17.0,12.0,25.0,114.0
46144,2.0,4.0,5.0,11.0
46145,41.0,95.0,101.0,816.0
46146,8.0,2.0,17.0,60.0
46147,44.0,65.0,55.0,375.0
46148,6.0,8.0,11.0,37.0
46149,3.0,5.0,7.0,11.0
46150,9.0,6.0,15.0,48.0
46151,1.0,1.0,2.0,13.0
46152,0.0,1.0,0.0,3.0
46153,4.0,8.0,3.0,11.0
46154,2.0,11.0,12.0,28.0
46155,6.0,3.0,4.0,21.0
46156,13.0,11.0,11.0,54.0
46157,6.0,22.0,23.0,65.0
46158,1.0,2.0,5.0,21.0
46159,12.0,178.0,103.0,743.0
46160,3.0,7.0,10.0,40.0
46161,2.0,9.0,4.0,21.0
46162,6.0,17.0,12.0,25.0
46163,4.0,25.0,10.0,72.0
46164,11.0,44.0,54.0,247.0
46165,8.0,77.0,28.0,249.0
46166,29.0,61.0,45.0,204.0
46167,0.0,1.0,2.0,6.0
46168,5.0,8.0,9.0,58.0
46169,3.0,57.0,121.0,591.0
46170,21.0,38.0,19.0,61.0
46171,13.0,134.0,85.0,388.0
46172,7.0,32.0,27.0,114.0
46173,0.0,25.0,5.0,34.0
46174,17.0,5.0,4.0,29.0
46175,5.0,3.0,1.0,16.0
46176,5.0,8.0,6.0,36.0
46177,17.0,56.0,27.0,153.0
46178,8.0,61.0,39.0,133.0
46179,5.0,8.0,18.0,45.0
46180,3.0,11.0,4.0,23.0
46181,43.0,74.0,83.0,548.0
46182,2.0,6.0,1.0,20.0
46183,3.0,57.0,25.0,141.0
46184,24.0,265.0,122.0,896.0
46185,0.0,1.0,2.0,4.0
46186,8.0,100.0,98.0,352.0
46187,8.0,12.0,9.0,33.0
46188,1.0,8.0,8.0,28.0
46189,2.0,11.0,0.0,15.0
46190,10.0,356.0,240.0,1877.0
46191,15.0,7.0,7.0,29.0
46192,2.0,1.0,3.0,8.0
46193,24.0,44.0,33.0,274.0
46194,67.0,94.0,52.0,372.0
46195,5.0,5.0,13.0,45.0
46196,0.0,0.0,1.0,2.0
46197,11.0,4.0,16.0,56.0
46198,4.0,3.0,2.0,17.0
46199,4.0,23.0,32.0,171.0
46200,22.0,17.0,18.0,55.0
46201,1.0,0.0,1.0,2.0
46202,22.0,76.0,109.0,376.0
46203,12.0,18.0,13.0,88.0
46204,28.0,29.0,29.0,294.0
46205,22.0,48.0,54.0,378.0
46206,1.0,4.0,4.0,8.0
46207,11.0,109.0,53.0,200.0
46208,1.0,4.0,10.0,12.0
46209,5.0,4.0,8.0,23.0
46210,0.0,6.0,1.0,7.0
46211,8.0,29.0,21.0,108.0
46212,11.0,11.0,12.0,39.0
46213,133.0,107.0,80.0,408.0
46214,10.0,177.0,91.0,716.0
46215,1.0,2.0,11.0,26.0
46216,2.0,7.0,16.0,192.0
46217,2.0,4.0,7.0,24.0
46218,5.0,7.0,4.0,23.0
46219,1.0,0.0,2.0,7.0
46220,59.0,153.0,184.0,1400.0
46221,0.0,3.0,1.0,9.0
46222,0.0,4.0,2.0,4.0
46223,3.0,46.0,33.0,228.0
46224,0.0,1.0,1.0,4.0
46225,5.0,3.0,3.0,4.0
46226,0.0,0.0,0.0,1.0
46227,1.0,4.0,8.0,10.0
46228,4.0,7.0,15.0,34.0
46229,3.0,9.0,3.0,26.0
46230,11.0,165.0,89.0,408.0
46231,15.0,3.0,11.0,50.0
46232,6.0,2.0,1.0,13.0
46233,5.0,38.0,22.0,92.0
46234,0.0,1.0,1.0,7.0
46235,48.0,104.0,117.0,610.0
46236,6.0,2.0,5.0,13.0
46237,3.0,18.0,26.0,116.0
46238,46.0,39.0,68.0,340.0
46239,0.0,1.0,2.0,8.0
46240,5.0,1.0,1.0,4.0
46241,3.0,4.0,6.0,13.0
46242,1.0,7.0,5.0,9.0
46243,3.0,0.0,0.0,4.0
46244,53.0,268.0,237.0,1408.0
46245,2.0,0.0,0.0,9.0
46246,4.0,2.0,4.0,13.0
46247,7.0,10.0,9.0,25.0
46248,26.0,29.0,28.0,93.0
46249,67.0,57.0,51.0,226.0
46250,283.0,1460.0,2374.0,28754.0
46251,8.0,29.0,5.0,44.0
46252,1.0,0.0,2.0,1.0
46253,0.0,1.0,1.0,5.0
46254,19.0,9.0,5.0,18.0
46255,4.0,26.0,18.0,56.0
46256,12.0,47.0,31.0,126.0
46257,17.0,23.0,36.0,143.0
46258,8.0,23.0,12.0,79.0
46259,10.0,2.0,4.0,12.0
46260,5.0,8.0,11.0,50.0
46261,0.0,4.0,9.0,37.0
46262,1.0,1.0,0.0,3.0
46263,2.0,0.0,1.0,8.0
46902,0.0,1.0,0.0,1.0
46903,0.0,0.0,0.0,2.0
46904,0.0,2.0,5.0,6.0
47001,0.0,0.0,0.0,0.0
47002,0.0,0.0,0.0,1.0
47003,7.0,0.0,1.0,3.0
47004,6.0,4.0,8.0,23.0
47005,8.0,3.0,3.0,12.0
47006,0.0,0.0,1.0,3.0
47007,3.0,25.0,31.0,93.0
47008,0.0,0.0,0.0,1.0
47009,1.0,0.0,0.0,2.0
47010,4.0,15.0,65.0,234.0
47011,5.0,2.0,2.0,17.0
47012,2.0,0.0,0.0,4.0
47013,2.0,0.0,0.0,0.0
47014,1.0,0.0,0.0,1.0
47015,7.0,1.0,0.0,10.0
47016,0.0,0.0,0.0,2.0
47017,4.0,0.0,0.0,2.0
47018,1.0,0.0,0.0,2.0
47019,5.0,0.0,0.0,2.0
47020,7.0,0.0,1.0,6.0
47021,0.0,0.0,0.0,4.0
47022,0.0,0.0,0.0,2.0
47023,4.0,17.0,18.0,172.0
47024,6.0,2.0,0.0,4.0
47025,2.0,0.0,2.0,4.0
47026,4.0,0.0,0.0,0.0
47027,10.0,10.0,17.0,50.0
47028,0.0,0.0,0.0,1.0
47029,4.0,0.0,0.0,2.0
47030,2.0,11.0,5.0,15.0
47031,4.0,1.0,0.0,3.0
47032,1.0,0.0,1.0,3.0
47033,3.0,0.0,2.0,4.0
47034,0.0,0.0,0.0,3.0
47035,9.0,6.0,4.0,17.0
47036,6.0,0.0,0.0,5.0
47037,7.0,0.0,4.0,3.0
47038,1.0,0.0,1.0,6.0
47039,3.0,0.0,0.0,2.0
47040,0.0,0.0,0.0,1.0
47041,0.0,1.0,0.0,3.0
47042,2.0,0.0,1.0,0.0
47043,3.0,2.0,0.0,17.0
47044,3.0,3.0,2.0,5.0
47045,10.0,2.0,6.0,10.0
47046,3.0,0.0,1.0,3.0
47047,2.0,1.0,0.0,3.0
47048,8.0,1.0,0.0,4.0
47049,1.0,0.0,2.0,2.0
47050,13.0,20.0,13.0,58.0
47051,1.0,6.0,2.0,10.0
47052,8.0,79.0,57.0,192.0
47053,0.0,0.0,0.0,3.0
47054,8.0,2.0,1.0,12.0
47055,4.0,6.0,0.0,8.0
47056,0.0,1.0,0.0,1.0
47057,7.0,2.0,1.0,10.0
47058,4.0,1.0,1.0,7.0
47059,3.0,5.0,1.0,3.0
47060,0.0,0.0,2.0,4.0
47061,5.0,1.0,1.0,7.0
47062,0.0,1.0,1.0,2.0
47063,2.0,5.0,0.0,1.0
47064,0.0,0.0,0.0,1.0
47065,2.0,0.0,7.0,8.0
47066,1.0,9.0,8.0,31.0
47067,1.0,1.0,1.0,5.0
47068,1.0,0.0,0.0,1.0
47069,3.0,1.0,0.0,0.0
47070,1.0,0.0,0.0,2.0
47071,4.0,0.0,2.0,13.0
47073,2.0,0.0,0.0,3.0
47074,3.0,0.0,0.0,5.0
47075,17.0,93.0,33.0,148.0
47076,13.0,29.0,82.0,327.0
47077,1.0,0.0,0.0,4.0
47078,2.0,0.0,0.0,2.0
47079,0.0,0.0,0.0,1.0
47080,0.0,0.0,0.0,2.0
47081,0.0,0.0,0.0,3.0
47082,9.0,3.0,4.0,19.0
47083,1.0,0.0,0.0,6.0
47084,23.0,8.0,11.0,35.0
47085,36.0,102.0,79.0,570.0
47086,21.0,21.0,23.0,153.0
47087,4.0,1.0,3.0,5.0
47088,1.0,1.0,0.0,2.0
47089,6.0,2.0,0.0,3.0
47090,4.0,22.0,15.0,58.0
47091,2.0,0.0,0.0,2.0
47092,3.0,0.0,2.0,4.0
47093,3.0,3.0,3.0,9.0
47094,6.0,0.0,1.0,2.0
47095,0.0,0.0,0.0,2.0
47096,5.0,1.0,1.0,3.0
47097,7.0,1.0,0.0,18.0
47098,11.0,4.0,3.0,9.0
47099,5.0,1.0,2.0,5.0
47100,3.0,0.0,0.0,4.0
47101,11.0,8.0,13.0,46.0
47102,6.0,1.0,2.0,3.0
47103,9.0,8.0,2.0,5.0
47104,14.0,27.0,11.0,96.0
47105,3.0,0.0,0.0,3.0
47106,1.0,0.0,0.0,0.0
47109,2.0,0.0,0.0,4.0
47110,1.0,3.0,3.0,5.0
47111,3.0,4.0,7.0,14.0
47112,16.0,37.0,19.0,53.0
47113,8.0,3.0,2.0,7.0
47114,15.0,47.0,31.0,152.0
47115,5.0,1.0,0.0,8.0
47116,10.0,16.0,2.0,13.0
47117,1.0,1.0,0.0,10.0
47118,1.0,1.0,0.0,2.0
47119,0.0,1.0,0.0,0.0
47121,16.0,5.0,7.0,6.0
47122,13.0,12.0,6.0,41.0
47123,4.0,0.0,2.0,10.0
47124,9.0,2.0,1.0,8.0
47125,0.0,0.0,0.0,1.0
47126,1.0,0.0,0.0,2.0
47127,3.0,3.0,0.0,4.0
47128,2.0,1.0,0.0,0.0
47129,12.0,11.0,3.0,25.0
47130,1.0,0.0,0.0,2.0
47131,1.0,0.0,1.0,2.0
47132,0.0,0.0,0.0,2.0
47133,4.0,7.0,16.0,41.0
47134,0.0,0.0,1.0,1.0
47135,1.0,0.0,0.0,2.0
47137,0.0,0.0,0.0,1.0
47138,4.0,0.0,0.0,4.0
47139,25.0,21.0,12.0,27.0
47140,3.0,1.0,3.0,3.0
47141,2.0,0.0,0.0,1.0
47142,2.0,0.0,0.0,1.0
47143,0.0,0.0,0.0,2.0
47144,4.0,0.0,0.0,3.0
47145,2.0,5.0,1.0,10.0
47146,2.0,0.0,2.0,7.0
47147,1.0,0.0,0.0,2.0
47148,5.0,0.0,5.0,5.0
47149,0.0,0.0,0.0,1.0
47150,8.0,6.0,1.0,5.0
47151,1.0,1.0,0.0,0.0
47152,2.0,0.0,0.0,2.0
47153,1.0,0.0,0.0,4.0
47154,2.0,1.0,0.0,4.0
47155,4.0,57.0,41.0,116.0
47156,3.0,1.0,0.0,6.0
47157,4.0,4.0,0.0,12.0
47158,21.0,10.0,5.0,15.0
47159,23.0,7.0,3.0,20.0
47160,4.0,0.0,1.0,6.0
47161,3.0,7.0,10.0,151.0
47162,4.0,0.0,0.0,1.0
47163,1.0,2.0,0.0,6.0
47164,10.0,0.0,2.0,10.0
47165,20.0,30.0,43.0,190.0
47166,5.0,0.0,1.0,6.0
47167,4.0,0.0,0.0,2.0
47168,1.0,0.0,0.0,0.0
47169,0.0,0.0,0.0,1.0
47170,0.0,0.0,0.0,2.0
47171,1.0,1.0,5.0,11.0
47172,2.0,0.0,0.0,2.0
47173,5.0,4.0,6.0,19.0
47174,4.0,2.0,5.0,5.0
47175,11.0,16.0,44.0,143.0
47176,5.0,1.0,2.0,3.0
47177,2.0,0.0,0.0,3.0
47178,3.0,0.0,0.0,11.0
47179,7.0,5.0,3.0,13.0
47180,2.0,0.0,0.0,2.0
47181,2.0,0.0,1.0,4.0
47182,8.0,4.0,10.0,28.0
47183,1.0,0.0,0.0,3.0
47184,5.0,4.0,9.0,9.0
47185,4.0,0.0,1.0,1.0
47186,85.0,631.0,1063.0,10762.0
47187,2.0,0.0,0.0,3.0
47188,2.0,1.0,0.0,4.0
47189,1.0,1.0,0.0,3.0
47190,3.0,0.0,0.0,2.0
47191,0.0,1.0,0.0,3.0
47192,2.0,0.0,1.0,2.0
47193,0.0,3.0,6.0,33.0
47194,0.0,2.0,0.0,3.0
47195,4.0,2.0,4.0,5.0
47196,1.0,0.0,0.0,0.0
47197,21.0,1.0,8.0,16.0
47198,5.0,0.0,0.0,1.0
47199,3.0,0.0,1.0,1.0
47200,1.0,0.0,0.0,2.0
47203,1.0,0.0,0.0,2.0
47204,2.0,3.0,0.0,5.0
47205,13.0,0.0,0.0,8.0
47206,1.0,0.0,0.0,3.0
47207,10.0,0.0,2.0,5.0
47208,0.0,0.0,0.0,1.0
47209,0.0,0.0,0.0,1.0
47210,9.0,4.0,0.0,8.0
47211,3.0,0.0,0.0,1.0
47212,8.0,6.0,1.0,9.0
47213,3.0,0.0,0.0,1.0
47214,15.0,7.0,4.0,43.0
47215,1.0,0.0,0.0,0.0
47216,2.0,0.0,0.0,2.0
47217,8.0,7.0,11.0,74.0
47218,7.0,2.0,9.0,11.0
47219,1.0,0.0,0.0,4.0
47220,3.0,1.0,1.0,8.0
47221,5.0,0.0,0.0,3.0
47222,1.0,1.0,0.0,1.0
47223,2.0,0.0,0.0,12.0
47224,3.0,1.0,0.0,3.0
47225,0.0,0.0,0.0,1.0
47226,4.0,0.0,0.0,4.0
47227,1.0,0.0,0.0,0.0
47228,5.0,4.0,2.0,5.0
47229,1.0,0.0,1.0,3.0
47230,1.0,0.0,2.0,4.0
47231,4.0,26.0,30.0,162.0
47232,3.0,0.0,0.0,3.0
48001,1.0,84.0,36.0,171.0
48002,2.0,81.0,38.0,184.0
48003,5.0,102.0,45.0,457.0
48004,1.0,4.0,1.0,7.0
48005,0.0,4.0,2.0,12.0
48006,0.0,2.0,0.0,9.0
48007,2.0,0.0,0.0,8.0
48008,0.0,1.0,1.0,13.0
48009,0.0,25.0,11.0,36.0
48010,1.0,1.0,2.0,6.0
48011,2.0,79.0,64.0,241.0
48012,2.0,3.0,4.0,66.0
48013,1.0,121.0,226.0,1805.0
48014,1.0,2.0,3.0,36.0
48015,0.0,115.0,153.0,909.0
48016,2.0,15.0,20.0,125.0
48017,94.0,41.0,67.0,316.0
48018,1.0,22.0,5.0,26.0
48019,2.0,76.0,8.0,89.0
48020,22.0,753.0,1114.0,14078.0
48021,0.0,2.0,4.0,22.0
48022,5.0,11.0,8.0,58.0
48023,1.0,7.0,1.0,27.0
48024,2.0,1.0,3.0,25.0
48025,4.0,5.0,3.0,25.0
48026,1.0,6.0,4.0,24.0
48027,8.0,64.0,72.0,707.0
48028,0.0,0.0,5.0,12.0
48029,0.0,37.0,48.0,224.0
48030,3.0,12.0,10.0,20.0
48031,1.0,0.0,0.0,3.0
48032,5.0,48.0,12.0,136.0
48033,0.0,1.0,1.0,5.0
48034,1.0,49.0,47.0,263.0
48035,1.0,1.0,1.0,12.0
48036,6.0,148.0,114.0,695.0
48037,0.0,7.0,5.0,17.0
48038,6.0,2.0,3.0,20.0
48039,0.0,0.0,0.0,5.0
48040,3.0,18.0,6.0,29.0
48041,1.0,0.0,3.0,22.0
48042,5.0,4.0,9.0,46.0
48043,1.0,1.0,14.0,96.0
48044,8.0,81.0,182.0,3195.0
48045,8.0,17.0,14.0,119.0
48046,6.0,76.0,54.0,450.0
48047,0.0,11.0,2.0,11.0
48048,0.0,0.0,0.0,14.0
48049,2.0,4.0,0.0,17.0
48050,2.0,14.0,1.0,12.0
48051,0.0,0.0,0.0,3.0
48052,5.0,9.0,7.0,57.0
48053,0.0,1.0,5.0,46.0
48054,0.0,86.0,128.0,886.0
48055,2.0,48.0,23.0,96.0
48056,3.0,0.0,2.0,10.0
48057,13.0,11.0,18.0,151.0
48058,0.0,67.0,9.0,51.0
48059,0.0,12.0,1.0,12.0
48060,5.0,27.0,19.0,124.0
48061,3.0,0.0,3.0,17.0
48062,0.0,0.0,0.0,3.0
48063,1.0,2.0,2.0,10.0
48064,0.0,0.0,2.0,16.0
48065,0.0,20.0,22.0,92.0
48066,2.0,0.0,0.0,11.0
48067,2.0,10.0,6.0,26.0
48068,3.0,7.0,8.0,45.0
48069,15.0,110.0,52.0,474.0
48070,1.0,3.0,1.0,5.0
48071,3.0,23.0,38.0,149.0
48072,0.0,5.0,1.0,21.0
48073,62.0,27.0,19.0,207.0
48074,0.0,13.0,6.0,63.0
48075,10.0,20.0,9.0,55.0
48076,0.0,1.0,0.0,6.0
48077,1.0,0.0,8.0,87.0
48078,0.0,50.0,92.0,800.0
48079,0.0,1.0,3.0,10.0
48080,0.0,118.0,107.0,412.0
48081,7.0,10.0,8.0,52.0
48082,12.0,44.0,90.0,670.0
48083,1.0,56.0,47.0,155.0
48084,0.0,22.0,52.0,367.0
48085,2.0,19.0,16.0,261.0
48086,1.0,8.0,7.0,34.0
48087,1.0,2.0,1.0,11.0
48088,1.0,0.0,0.0,3.0
48089,0.0,24.0,11.0,74.0
48090,0.0,26.0,12.0,123.0
48091,0.0,10.0,5.0,33.0
48092,1.0,28.0,6.0,27.0
48093,2.0,3.0,4.0,16.0
48094,4.0,28.0,16.0,99.0
48095,2.0,63.0,4.0,64.0
48096,11.0,19.0,33.0,225.0
48097,2.0,46.0,14.0,59.0
48901,2.0,59.0,60.0,340.0
48902,5.0,135.0,115.0,694.0
48903,1.0,64.0,30.0,209.0
48904,0.0,80.0,48.0,235.0
48905,0.0,167.0,59.0,401.0
48906,0.0,3.0,1.0,14.0
48907,3.0,0.0,0.0,6.0
